antibody_id,ADI_abref458_27m,pI,GRAVY,instability_index,net_charge_pH7,charge_patch_max7,Fv_charge_asymmetry,hydro_patch_max9,SAP_score,agg_motifs,hydro_cluster_count,glycosylation_sites,deamidation_sites,isomerization_sites,oxidation_sites,free_cys,total_cdr_length,psh,ppc,pnc,sfvcsp,vh_vl_angle_deg,interface_n_pairs,interface_mean_dist_A,interface_min_dist_A,vernier_sasa_total
Ulviprubart,61.23,8.55,-0.367,29.3,2.9,2.0,5.171,0.556,0.714,7.0,6.0,0.0,0.0,1.0,8.0,4.0,69.0,416.07,1.0,1.0,0.0,72.18094145601967,70.0,4.648243859687947,2.326220750808716,553.8800976213955
Umikibart,66.36,9.01,-0.2,42.6,4.8,3.0,1.076,0.556,0.714,4.0,3.0,0.0,1.0,2.0,7.0,4.0,62.0,488.23,3.0,2.0,12.0,84.49296876173999,58.0,4.572598007931863,0.4118843972682953,570.4118715679169
Unasnemab,79.5,8.36,-0.399,46.9,1.99,3.0,2.076,0.667,0.714,3.0,3.0,0.0,1.0,2.0,10.0,4.0,61.0,311.53,3.1,2.0,4.4,84.18641633089449,55.0,4.712303358404798,2.072770118713379,555.5536017750148
Upanovimab,78.67,7.86,-0.281,38.6,0.82,3.0,2.991,0.667,0.714,4.0,4.0,0.0,1.0,1.0,7.0,4.0,70.0,359.3,2.0,3.0,-8.0,81.52666112698898,74.0,4.597037899057121,0.8870408535003662,430.6078686714897
Upinitatug,66.71,8.77,-0.301,34.1,3.81,4.0,2.093,0.556,0.714,1.0,1.0,0.0,1.0,1.0,7.0,4.0,64.0,450.16,4.0,1.0,0.2,83.36470383801732,69.0,4.576570050307683,0.9825417399406433,572.8170068356642
Uprevstobart,64.42,6.84,-0.366,26.5,-0.12,2.0,1.985,0.556,0.714,6.0,5.0,0.0,0.0,1.0,9.0,4.0,66.0,237.69,2.0,2.0,0.0,81.60194001056581,74.0,4.683008044408257,1.2831759452819824,587.8643324384715
Urtoxazumab,77.91,8.36,-0.264,41.3,1.9,3.0,0.09,0.556,0.714,4.0,4.0,0.0,1.0,1.0,8.0,4.0,64.0,179.56,3.0,1.0,6.0,85.0793417689066,63.0,4.744742630237944,2.8471169471740723,458.35288738856724
Usilnetug,79.04,8.33,-0.262,43.8,1.89,3.0,2.163,0.667,0.714,4.0,3.0,0.0,0.0,1.0,9.0,4.0,66.0,772.12,4.1,3.0,2.0,83.1480890554158,75.0,4.583284959781751,0.6799890995025635,556.2302563267023
Vamikibart,64.19,4.97,-0.315,44.8,-4.26,2.0,3.993,0.556,0.714,4.0,4.0,0.0,0.0,1.0,9.0,4.0,71.0,537.24,1.0,4.0,-0.0,76.08559204443257,80.0,4.626928577623401,1.028406023979187,498.7135813987079
Vandortuzumab,69.14,8.54,-0.546,38.4,2.8,3.0,6.917,0.667,0.714,2.0,2.0,0.0,2.0,0.0,9.0,4.0,75.0,128.05,2.0,3.0,-6.0,76.2876957226637,89.0,4.646702650038697,1.1459368467330933,532.958754283597
Vatelizumab,69.66,7.78,-0.255,26.3,0.9,3.0,2.997,0.778,0.857,5.0,4.0,0.0,2.0,1.0,9.0,4.0,63.0,317.29,2.0,1.0,3.0,85.5811706034363,76.0,4.549862373311502,0.6515933871269226,564.7606817638567
Vecantoxatug,68.65,8.78,-0.326,43.2,3.81,3.0,2.089,0.556,0.571,1.0,1.0,0.0,0.0,1.0,8.0,4.0,60.0,363.53,4.0,1.0,4.2,82.7406664330682,58.0,4.731692266625327,2.167501211166382,608.8938984071985
Vedolizumab,74.29,6.91,-0.384,41.5,-0.09,3.0,1.995,0.556,0.571,2.0,2.0,0.0,0.0,1.0,9.0,4.0,71.0,267.45,4.0,3.0,-3.1,76.99564169345406,74.0,4.709173898947866,2.0597305297851562,514.7574162642429
Veltuzumab,59.56,8.28,-0.454,42.8,1.9,3.0,1.998,0.556,0.714,0.0,0.0,0.0,0.0,0.0,11.0,4.0,65.0,492.3,3.0,2.0,0.0,83.05434536114404,70.0,4.622222755602015,2.1043624877929688,546.0932217154988
Venanprubart,66.93,5.02,-0.16,37.4,-3.27,3.0,0.918,0.667,0.714,5.0,4.0,0.0,0.0,1.0,8.0,4.0,71.0,1189.63,2.0,2.0,-0.0,83.14658021076521,70.0,4.70323646641047,2.3323652744293213,563.1857058098358
Vibostolimab,74.14,8.3,-0.366,39.2,2.15,3.0,0.102,0.556,0.571,1.0,1.0,0.0,0.0,1.0,8.0,4.0,64.0,522.28,1.1,2.0,0.0,81.70070739236377,64.0,4.750693419440226,2.4957902431488037,567.0127363845735
Vilastobart,64.51,8.28,-0.492,38.1,2.0,4.0,5.663,0.556,0.571,2.0,2.0,0.0,2.0,0.0,12.0,4.0,63.0,457.34,4.0,2.0,0.2,86.54691005898697,65.0,4.613633839741985,1.1935666799545288,574.3612711035026
Visilizumab,60.06,8.9,-0.44,45.5,4.89,3.0,1.171,0.556,0.571,0.0,0.0,0.0,0.0,1.0,10.0,4.0,64.0,223.92,3.0,3.0,6.3,85.45382085257764,74.0,4.547033701492243,0.9852724671363831,624.9632338421022
Visugromab,65.3,8.8,-0.312,25.7,3.81,3.0,0.087,0.667,0.714,7.0,6.0,0.0,0.0,0.0,9.0,4.0,63.0,267.48,2.1,3.0,9.0,84.80140270019454,72.0,4.6539091494719385,2.203019380569458,502.64020046056436
Vobramitamab,79.76,8.34,-0.388,37.4,2.07,3.0,0.011,0.556,0.714,3.0,3.0,0.0,3.0,2.0,9.0,4.0,63.0,137.3,3.0,2.0,4.41,86.68804017096855,63.0,4.723231064332159,2.4930307865142822,507.8841364459608
Vonlerolizumab,72.53,8.33,-0.43,44.0,1.89,3.0,4.003,0.556,0.571,2.0,2.0,0.0,1.0,2.0,8.0,4.0,62.0,236.14,3.0,2.0,-4.1,84.41873479491589,65.0,4.729575590806061,2.918937921524048,533.0457593831413
Vopratelimab,61.94,6.09,-0.276,47.5,-1.84,3.0,2.262,0.556,0.714,7.0,5.0,0.0,1.0,3.0,9.0,4.0,66.0,354.57,3.0,4.0,0.0,81.13902735266376,69.0,4.6614963086822145,0.9100639224052429,473.1773549535134
Vorsetuzumab,67.07,7.78,-0.398,24.9,0.9,2.0,2.816,0.667,0.714,4.0,4.0,0.0,0.0,1.0,13.0,4.0,67.0,317.8,4.0,4.0,0.0,77.46291828962511,66.0,4.730835282548945,1.9661407470703125,537.2552003236374
Vunakizumab,64.31,5.74,-0.43,44.1,-2.02,3.0,1.998,0.556,0.714,2.0,2.0,0.0,1.0,0.0,11.0,4.0,67.0,302.85,2.1,3.0,-2.0,84.3663978586677,83.0,4.625480329438492,1.2366642951965332,590.6713245305032
Xentuzumab,67.15,7.78,-0.266,44.6,0.81,4.0,1.091,0.556,0.571,4.0,4.0,0.0,4.0,2.0,8.0,4.0,66.0,448.8,2.0,1.0,0.0,88.13289235902751,70.0,4.615345473127601,0.6791711449623108,592.0542326726622
Zadoprubart,63.59,9.19,-0.217,32.7,6.81,3.0,2.877,0.667,0.714,4.0,4.0,0.0,0.0,0.0,10.0,4.0,69.0,1169.44,3.0,2.0,12.0,79.99969310992252,69.0,4.580700743943453,0.9280964136123657,616.7788181838263
Zagotenemab,81.99,8.31,-0.397,35.8,1.99,3.0,0.176,0.556,0.571,3.0,3.0,0.0,0.0,1.0,9.0,4.0,66.0,565.98,3.1,3.0,8.4,77.11697736449713,68.0,4.669433892862604,2.5916552543640137,548.2576664800853
Zaltenibart,64.29,8.59,-0.377,43.0,2.74,3.0,2.99,0.556,0.714,6.0,6.0,0.0,0.0,2.0,8.0,4.0,63.0,221.57,4.0,3.0,0.0,71.86625439285544,53.0,4.711316277186076,2.5603866577148438,578.6445905222387
Zamerovimab,74.6,8.73,-0.325,30.4,3.72,3.0,1.996,0.667,0.714,6.0,4.0,0.0,1.0,1.0,7.0,4.0,66.0,344.44,4.0,1.0,4.0,83.63034647710982,73.0,4.729394508139142,2.6097464561462402,463.52008473741205
Zampilimab,68.72,8.35,-0.195,42.8,1.89,3.0,4.166,0.667,0.714,2.0,2.0,0.0,3.0,2.0,7.0,4.0,59.0,742.36,3.0,3.0,0.0,87.2113611862976,59.0,4.681730640954093,1.6585829257965088,546.408188631969
Zamubafusp,65.23,8.68,-0.126,37.3,2.99,3.0,5.086,0.667,0.714,4.0,4.0,0.0,0.0,0.0,7.0,4.0,61.0,378.96,1.1,1.0,0.0,76.27360177859032,55.0,4.726521315935411,2.2172110080718994,531.1028086816051
Zansecimab,72.4,7.76,-0.418,32.4,0.81,3.0,1.081,0.667,0.857,6.0,3.0,0.0,1.0,0.0,11.0,4.0,66.0,453.89,3.0,3.0,0.0,82.50702971005798,63.0,4.698678046834676,2.3239352703094482,486.4455756926417
Zeleciment,65.76,7.78,-0.457,36.6,0.9,3.0,1.175,0.556,0.571,1.0,1.0,0.0,0.0,1.0,6.0,4.0,64.0,163.89,2.0,2.0,2.2,84.78712634987254,70.0,4.757205847138665,2.356156587600708,524.3822626261652
Zelminemab,66.59,8.98,-0.267,50.0,4.99,3.0,5.079,0.667,0.714,2.0,2.0,0.0,0.0,1.0,8.0,4.0,65.0,500.21,3.0,1.0,6.0,82.92404095589671,77.0,4.607265116282158,1.8849939107894897,562.5490987105001
Zigakibart,78.62,8.75,-0.36,33.9,3.81,3.0,0.083,0.556,0.571,3.0,3.0,0.0,0.0,1.0,10.0,4.0,66.0,640.25,4.0,2.0,2.0,81.80540695299928,79.0,4.605806953092782,0.9289057850837708,479.1087918392337
Zilovertamab,70.76,5.58,-0.417,36.3,-3.01,3.0,1.077,0.556,0.571,4.0,4.0,0.0,0.0,1.0,9.0,4.0,61.0,250.16,3.0,2.0,1.8,84.06902859094713,79.0,4.602712613191961,1.8460088968276978,537.2068891736096
Ziltivekimab,68.65,6.85,-0.247,44.0,-0.11,3.0,3.834,0.556,0.714,5.0,3.0,0.0,1.0,1.0,12.0,4.0,64.0,561.32,3.0,2.0,-2.0,83.43685652616152,67.0,4.626692137470493,2.078014612197876,537.5270999318177
