antibody_id,origin,pdb_path,vh_vl_angle_deg,interface_n_pairs,interface_mean_dist_A,interface_min_dist_A,vernier_sasa_total,structure_errors,canonical_H1,canonical_H2,canonical_H3,canonical_L1,canonical_L2,canonical_L3,sequence_errors,pI,GRAVY,instability_index,net_charge_pH7,hydro_patch_max9,charge_patch_max7,agg_motifs,deamidation_sites,isomerization_sites,cmc_flags,immuno_risk_level,immuno_tcia_score,immuno_n_high,immuno_n_medium,immuno_n_tolerated,immuno_n_clusters
Robatumumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Robatumumab.pdb,89.35298090720435,64,4.64607349423167,0.963681161403656,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.05,-0.248,46.0,5.2,0.667,3.0,0,2,1,hydro_patch_moderate (0.67),HIGH,0.7404,28,7,36,4
Rocatinlimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Rocatinlimab.pdb,80.21606480557705,62,4.688211116776344,2.410571813583374,,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-8,,8.86,-0.263,36.5,4.0,0.778,3.0,0,0,1,hydro_patch_high (0.78),HIGH,0.5104,8,4,68,5
Roledumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Roledumab.pdb,79.49436775373307,60,4.695227833730834,2.125591993331909,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.19,-0.376,66.6,5.9,0.667,3.0,0,4,2,instability_high (66.6); hydro_patch_moderate (0.67),HIGH,0.6637,30,12,19,5
Romlusevimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Romlusevimab.pdb,84.46509191702182,65,4.702010266412825,2.165677309036255,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.13,-0.212,28.3,-1.1,0.556,4.0,2,1,2,,HIGH,0.7247,26,6,62,5
Ruzaltatug,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Ruzaltatug.pdb,87.4221378853713,62,4.684595995626742,2.168797492980957,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.64,-0.331,44.3,2.9,0.667,3.0,0,3,1,hydro_patch_moderate (0.67),HIGH,0.6086,14,1,75,4
Samatatug,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Samatatug.pdb,83.1344561416623,79,4.659498197573243,1.0007219314575195,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.29,-0.296,39.7,1.7,0.667,3.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.6321,11,6,45,5
Sarilumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Sarilumab.pdb,87.26989811022928,63,4.733692956079301,2.6789095401763916,,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,7.88,-0.291,42.6,0.9,0.556,3.0,0,4,2,,HIGH,0.6341,25,12,42,5
Secukinumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Secukinumab.pdb,81.45646072268414,61,4.736560667930197,2.349620819091797,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.85,-0.278,44.0,-0.1,0.667,3.0,0,2,1,hydro_patch_moderate (0.67),HIGH,0.7,10,5,73,3
Selicrelumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Selicrelumab.pdb,79.79817508456615,73,4.663825154025978,2.440617084503174,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.48,-0.305,41.5,2.8,0.556,2.0,0,1,1,,HIGH,0.6068,10,11,44,3
Seribantumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Seribantumab.pdb,87.86282929676244,74,4.642369010647586,1.6481293439865112,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.3,-0.094,45.3,2.0,0.667,4.0,1,2,1,hydro_patch_moderate (0.67),HIGH,0.7482,25,2,47,3
Setrusumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Setrusumab.pdb,89.32297528102394,62,4.695486536098801,2.1291427612304688,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.56,-0.329,41.6,-3.0,0.556,4.0,0,2,2,,HIGH,0.6152,24,5,53,4
Sifalimumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Sifalimumab.pdb,83.84027070192919,63,4.707301597659172,1.7653876543045044,,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,9.0,-0.33,31.6,4.7,0.667,3.0,0,1,0,hydro_patch_moderate (0.67),HIGH,0.6053,17,8,54,5
Siltartoxatug,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Siltartoxatug.pdb,85.65621452417291,75,4.670576572714385,1.872188925743103,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.81,-0.22,34.6,3.8,0.667,2.1,0,2,1,hydro_patch_moderate (0.67),HIGH,0.7261,41,3,19,5
Simaravibart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Simaravibart.pdb,77.63636907368982,64,4.587003893472931,1.2188541889190674,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-5,,7.79,-0.229,48.9,0.8,0.667,3.0,0,0,1,hydro_patch_moderate (0.67),HIGH,0.6397,18,6,68,5
Sintilimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Sintilimab.pdb,83.06088513244514,71,4.710871003663829,2.470889091491699,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.81,-0.167,45.1,0.9,0.778,3.0,0,0,0,hydro_patch_high (0.78),HIGH,0.4957,4,7,57,2
Sipavibart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Sipavibart.pdb,84.94680457352814,71,4.580273848620768,1.059191107749939,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.98,-0.239,42.8,-0.0,0.667,4.0,0,2,2,hydro_patch_moderate (0.67),HIGH,0.646,15,7,44,4
Sirtratumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Sirtratumab.pdb,77.82532720498561,87,4.528197484364325,1.2725837230682373,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.35,-0.201,48.1,2.0,0.778,3.0,1,1,2,hydro_patch_high (0.78),HIGH,0.75,24,4,62,5
Sirukumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Sirukumab.pdb,87.13895458601974,68,4.4995509008321255,0.6165977716445923,,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,5.49,-0.096,47.5,-1.2,0.667,3.0,1,2,0,pI_unusually_low (5.49); hydro_patch_moderate (0.67),HIGH,0.6444,12,7,50,5
Socazolimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Socazolimab.pdb,83.69076087046022,64,4.743420009987027,1.7080729007720947,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-6-?,L3-9,,5.86,-0.162,45.1,-1.1,0.667,4.0,2,0,0,hydro_patch_moderate (0.67),HIGH,0.6049,17,6,66,5
Solabafusp,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Solabafusp.pdb,85.40171368625964,74,4.693704331778234,2.560558319091797,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.78,-0.369,40.8,0.8,0.667,3.0,0,3,1,hydro_patch_moderate (0.67),HIGH,0.6921,42,9,6,4
Sonavibart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Sonavibart.pdb,82.44828478204134,66,4.598734989081542,1.68295156955719,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-5,,8.86,-0.413,51.3,3.9,0.667,3.0,0,1,1,hydro_patch_moderate (0.67),HIGH,0.784,6,0,55,5
Sotrovimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Sotrovimab.pdb,76.46667922647626,68,4.680018638119553,1.9425371885299683,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,8.64,-0.375,31.5,2.8,0.556,3.0,0,0,0,,HIGH,0.5632,15,14,47,5
Sovipostobart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Sovipostobart.pdb,84.936194206974,63,4.654087307924282,2.525326728820801,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.85,-0.31,42.9,3.8,0.556,3.0,0,2,2,,HIGH,0.7531,15,0,52,5
Stamulumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Stamulumab.pdb,88.00644146740166,68,4.457472613541152,0.8861132264137268,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,5.15,-0.366,36.6,-4.0,0.556,3.0,1,1,1,pI_unusually_low (5.15),HIGH,0.3704,1,12,62,4
Sudubrilimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Sudubrilimab.pdb,87.18673970783219,69,4.6852459369546535,2.094905138015747,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.88,-0.2,40.7,1.1,0.667,3.0,0,1,1,hydro_patch_moderate (0.67),HIGH,0.7737,18,0,42,5
Sugemalimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Sugemalimab.pdb,85.89093887910721,67,4.687082475037884,2.315906047821045,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.15,-0.304,37.5,-1.0,0.556,4.0,1,3,3,,HIGH,0.7354,7,0,91,5
Suptavumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Suptavumab.pdb,84.69851780681894,55,4.727975107156313,2.4307572841644287,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.85,-0.208,44.1,0.9,0.667,2.0,0,1,1,hydro_patch_moderate (0.67),HIGH,0.6444,25,0,52,5
Surzebiclimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Surzebiclimab.pdb,80.75426753191294,74,4.691809635735274,2.0593864917755127,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.62,-0.18,46.8,-0.2,0.667,2.0,0,1,2,hydro_patch_moderate (0.67),HIGH,0.7712,10,2,51,5
Suvratoxumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Suvratoxumab.pdb,86.17464327775028,80,4.585183296064915,1.4119380712509155,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,8.33,-0.359,38.8,2.1,0.556,3.0,0,2,1,,HIGH,0.702,6,2,60,3
Tabalumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Tabalumab.pdb,80.53183576257095,78,4.581462593643101,0.6268567442893982,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.79,-0.341,32.1,3.8,0.556,3.0,1,0,1,,HIGH,0.8148,12,0,78,5
Tabirafusp,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Tabirafusp.pdb,84.54978097388036,73,4.550812391459086,1.378816843032837,,,H1-10-1,H2-16-?,H3-8,L1-10-1,L2-7-1,L3-9,,5.36,-0.165,40.0,-2.1,0.667,3.0,1,1,1,pI_unusually_low (5.36); hydro_patch_moderate (0.67),HIGH,0.6341,24,5,41,5
Tafolecimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Tafolecimab.pdb,79.95135933834551,74,4.623273152734118,0.553536057472229,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,9.03,-0.257,38.5,4.7,0.556,3.0,0,1,0,,HIGH,0.7101,14,2,73,5
Tamgiblimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Tamgiblimab.pdb,81.56184659406428,62,4.755783724743242,2.9206035137176514,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.0,-0.21,46.9,4.9,0.667,3.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.5556,6,7,47,4
Tarextumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Tarextumab.pdb,85.92677254711337,57,4.685735725128877,2.6989636421203613,,,H1-10-1,H2-16-?,H3-6,L1-11-1,L2-7-1,L3-9,,8.89,-0.171,45.3,3.8,0.667,3.0,0,2,1,hydro_patch_moderate (0.67),HIGH,0.6759,16,0,62,5
Telikibart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Telikibart.pdb,73.58509806603736,70,4.650070763376758,1.7313235998153687,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.61,-0.169,47.3,2.8,0.556,3.0,1,2,1,,HIGH,0.7399,27,2,57,3
Teprotumumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Teprotumumab.pdb,86.16139897767657,72,4.605380752918332,2.014659881591797,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.21,-0.333,50.4,5.8,0.889,3.0,0,2,2,hydro_patch_high (0.89),HIGH,0.7421,28,0,53,5
Teropavimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Teropavimab.pdb,83.16271202477634,58,4.675327948365078,1.8773940801620483,,,H1-10-1,H2-16-?,H3-8,L1-7-?,L2-7-1,L3-5,,8.89,-0.523,42.2,3.9,0.556,4.0,0,1,1,,HIGH,0.5899,28,26,0,5
Tesidolumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Tesidolumab.pdb,86.17816244242874,64,4.59799751954583,1.797844409942627,,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,4.76,-0.277,37.2,-5.2,0.556,3.0,3,1,3,pI_unusually_low (4.76),HIGH,0.5201,9,10,55,5
Tesnatilimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Tesnatilimab.pdb,84.61390273079964,66,4.73100664012165,2.0544517040252686,,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,6.14,-0.297,36.6,-1.1,0.556,3.0,0,0,1,,HIGH,0.5714,10,6,76,5
Tezepelumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Tezepelumab.pdb,85.63154821044371,73,4.622495118122059,1.631040096282959,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.57,-0.368,39.1,-0.8,0.778,4.0,1,3,4,hydro_patch_high (0.78),HIGH,0.6816,29,1,50,4
Tilrekimig2,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Tilrekimig2.pdb,86.01006618732589,70,4.597931673855125,1.7559878826141357,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.33,-0.377,37.0,2.2,0.778,4.0,1,3,3,hydro_patch_high (0.78),HIGH,0.6495,26,3,54,5
Timcevibart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Timcevibart.pdb,87.66801115787368,66,4.730310032780009,0.9499566555023193,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.78,-0.126,44.5,0.7,0.667,3.0,0,2,2,hydro_patch_moderate (0.67),HIGH,0.7037,10,0,79,5
Timolumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Timolumab.pdb,87.1023492212722,68,4.637822675795955,1.5998564958572388,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.33,-0.22,38.9,1.8,0.889,3.0,0,2,2,hydro_patch_high (0.89),HIGH,0.7917,24,0,44,5
Tiragolumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Tiragolumab.pdb,72.43633737604966,68,4.760952584172639,2.8225655555725098,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.57,-0.386,39.7,-0.2,0.556,3.0,1,2,2,,HIGH,0.5211,5,7,58,4
Tisotumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Tisotumab.pdb,86.79727255024429,70,4.685570215003206,1.9966105222702026,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.32,-0.375,48.5,1.8,0.556,2.0,0,3,2,,HIGH,0.679,15,0,57,5
Tixagevimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Tixagevimab.pdb,83.49776506874949,71,4.677708421512704,1.9960463047027588,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.73,-0.287,44.4,3.8,0.778,3.0,0,0,1,hydro_patch_high (0.78),HIGH,0.7384,9,2,71,5
Tixestobart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Tixestobart.pdb,84.41383019662301,55,4.7140706825576375,2.8742547035217285,,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.62,-0.289,31.5,2.8,0.556,4.0,0,0,0,,HIGH,0.679,42,9,23,5
Tobevibart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Tobevibart.pdb,88.1227099988813,71,4.567086310360426,0.9402136206626892,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.89,-0.249,39.8,0.9,0.556,2.0,1,3,3,,HIGH,0.6494,35,12,15,5
Torudokimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Torudokimab.pdb,83.37234713103382,64,4.6874563011893615,1.9596357345581055,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.67,-0.141,41.4,3.1,0.778,3.0,0,2,1,hydro_patch_high (0.78),HIGH,0.7356,18,2,66,5
Torvutatug,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Torvutatug.pdb,82.86203986967473,56,4.786758511471299,2.605135202407837,,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.82,-0.362,43.5,3.7,0.556,3.0,0,2,2,,HIGH,0.6624,16,2,54,5
Tosatoxumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Tosatoxumab.pdb,84.58572305351585,71,4.586261852915415,1.705243468284607,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.63,-0.415,39.3,3.1,0.556,4.0,0,1,2,,HIGH,0.4844,13,18,9,5
Tovetumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Tovetumab.pdb,88.18445801221999,72,4.6588672489082255,2.0365207195281982,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.16,-0.282,41.7,5.8,0.667,3.0,0,2,1,hydro_patch_moderate (0.67),HIGH,0.7222,14,0,55,5
Tozorakimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Tozorakimab.pdb,84.49673678804973,76,4.600336091437687,0.28424274921417236,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.34,-0.256,39.7,1.8,0.556,3.0,1,3,1,,HIGH,0.6056,8,8,64,4
Trabikibart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Trabikibart.pdb,87.0897082886806,73,4.756762761701929,2.29135799407959,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.18,-0.243,47.9,5.9,0.667,3.0,0,3,1,hydro_patch_moderate (0.67),HIGH,0.6349,11,1,66,4
Tralokinumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Tralokinumab.pdb,83.8466693279462,64,4.663573772220288,2.1657426357269287,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.86,-0.327,32.3,-1.2,0.778,4.0,1,2,2,hydro_patch_high (0.78),HIGH,0.5345,9,5,50,5
Traxivitug,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Traxivitug.pdb,86.58846354421817,72,4.574466164525785,0.8335005044937134,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.36,-0.366,40.9,1.9,0.556,4.0,1,3,3,,HIGH,0.5977,19,15,28,5
Tremelimumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Tremelimumab.pdb,87.18499952140867,81,4.696486122028248,2.155846357345581,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.77,-0.336,47.3,3.8,0.778,3.0,2,3,2,hydro_patch_high (0.78),HIGH,0.8148,4,0,88,1
Trevogrumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Trevogrumab.pdb,82.70690072921302,66,4.647284639008502,1.2461037635803223,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.85,-0.205,40.3,0.8,0.667,3.0,0,2,3,hydro_patch_moderate (0.67),HIGH,0.7054,27,4,32,5
Trinbelimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Trinbelimab.pdb,80.78717917884805,70,4.6379343473686365,2.7072832584381104,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,9.09,-0.326,47.7,6.8,0.667,4.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.636,19,15,26,5
Trovostobart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Trovostobart.pdb,83.24876915796659,66,4.673351184195078,2.071962594985962,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.32,-0.084,33.4,1.7,0.778,3.0,0,0,0,hydro_patch_high (0.78),HIGH,0.7463,21,2,75,5
Tuvonralimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Tuvonralimab.pdb,85.44112593708657,66,4.680943168837206,2.431682586669922,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.82,-0.319,39.1,3.8,0.778,3.0,0,3,1,hydro_patch_high (0.78),HIGH,0.7011,32,2,60,3
Ulocuplumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Ulocuplumab.pdb,83.56863551731296,76,4.642768491821446,1.695434331893921,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.59,-0.398,48.5,2.8,0.556,3.0,1,3,1,,HIGH,0.6502,5,6,53,5
Umesolerbart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Umesolerbart.pdb,85.70872889000466,66,4.725159320165945,2.2247915267944336,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.88,-0.253,49.8,0.9,0.556,2.0,0,0,2,,HIGH,0.7397,37,0,44,5
Urabrelimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Urabrelimab.pdb,80.51831000032942,69,4.693166380107323,2.532162666320801,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,8.33,-0.229,30.8,1.8,0.556,3.0,0,1,1,,HIGH,0.7126,16,5,41,5
Urelumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Urelumab.pdb,85.32566176511523,73,4.506815214051655,0.529121458530426,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.89,-0.274,37.6,-1.2,0.556,3.0,0,0,0,,HIGH,0.8148,4,0,77,1
Ustekinumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Ustekinumab.pdb,82.59236676335293,77,4.6571613760765445,1.5472861528396606,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.8,-0.338,51.7,3.8,0.556,3.0,0,1,1,,HIGH,0.3801,6,10,34,4
Utomilumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Utomilumab.pdb,83.17103515518241,69,4.646565551291146,2.535181760787964,,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,5.83,-0.34,29.8,-1.1,0.556,3.0,1,1,1,,HIGH,0.3556,2,17,47,4
Vantictumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Vantictumab.pdb,86.2780103984391,77,4.434883870424763,0.8733349442481995,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.67,-0.2,37.2,-2.0,0.667,4.0,1,3,2,hydro_patch_moderate (0.67),HIGH,0.6433,25,10,38,5
Varisacumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Varisacumab.pdb,79.25271621807721,75,4.717310458155275,2.7639663219451904,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.51,-0.267,49.2,-0.3,0.667,4.0,0,1,1,hydro_patch_moderate (0.67),HIGH,0.2222,0,11,70,2
Varlilumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Varlilumab.pdb,86.42397918377831,76,4.668159473335072,1.2059365510940552,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.99,-0.386,48.9,4.8,0.778,2.0,0,2,2,hydro_patch_high (0.78),HIGH,0.8148,4,0,79,1
Varokibart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Varokibart.pdb,86.1755454997855,75,4.47221307702317,0.3854684829711914,,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,6.31,-0.272,25.3,-1.0,0.556,4.0,0,2,2,,HIGH,0.7424,21,3,55,5
Vebanvibart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Vebanvibart.pdb,78.3614609436709,78,4.60466635177168,1.1503219604492188,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.02,-0.271,42.0,-5.1,0.667,3.0,0,2,1,pI_unusually_low (5.02); hydro_patch_moderate (0.67),HIGH,0.6576,11,8,38,5
Verekitug,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Verekitug.pdb,87.74744591772148,70,4.585532680261049,1.940203070640564,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.99,-0.318,44.8,4.9,0.556,3.0,0,1,1,,HIGH,0.6667,19,5,44,5
